docid,num,wdcount,sentence
LA101889-0066,13,60,"The report cited even higher probabilities for major temblors on the San Andreas near Parkfield in central California and Coachella in Southern California in the same period, but it pinpointed the Santa Cruz mountains as the most vulnerable spot in Northern California, in part because the area marked the southernmost point of maximum ground slippage during the 1906 earthquake ."
AP891115-0199,10,29,"Thunderstorms wreaked havoc across the middle Mississippi Valley and the Southeast on Wednesday with lethal tornadoes, wind up to 100 mph and hail up to the size of baseballs."
AP891116-0184,7,21,"A powerful storm system brought strong winds and heavy thunderstorms to the Northeast on Thursday, causing flooding and widespread property damage."
AP891116-0184,11,16,The storm was particularly violent because it occurred along a line of extreme variations in temperature.
AP891116-0198,15,14,The storm churned around a collision of record warm air and extremely cold air.
AP891116-0184,36,32,"Cold weather was expected to invade the Southeast, with warnings of freezing overnight temperatures posted for Friday morning in Georgia, Alabama, northwest Florida, most of Mississippi and all but extreme southeast Louisiana."
AP891116-0198,37,19,"Altogether, the storms were blamed for at least 27 deaths and more than 500 injuries over the two days."
AP891116-0198,36,15,A severe thunderstorm in Illinois claimed one life and caused several million dollars in damage.
AP891116-0198,35,16,"Tornadoes were reported Wednesday in Mississippi, Alabama, Georgia, South Carolina, North Carolina, Kentucky, Ohio and Indiana."
AP891116-0191,9,21,"_Alabama: Seventeen people were killed in Huntsville on Wednesday when a tornado touched down just before rush hour, causing major damage."
AP891116-0191,10,12,"There were 463 injuries and about 1,000 people left homeless, authorities said."
AP891117-0002,14,30,"State emergency management officials estimated the damage in excess of $100 million in the agency's letter to President Bush requesting a disaster declaration, said Terry Abbott, the governor's press secretary."
AP891116-0198,54,22,"Most of the dead were in apartments and stores that were torn into twisted wreckage, or in cars blown off the pavement."
AP891117-0002,21,19,President Bush issued a disaster declaration Friday morning to clear the way for tornado victims to receive federal relief.
AP891116-0191,15,35,"_Georgia: 19 people were injured, four critically, and at least 200 people were evacuated Wednesday after a tornado struck two mobile home parks and an interstate highway near Palmetto, about 25 miles southeast of Atlanta."
AP891115-0199,25,15,"Hail stones as big as tennis balls fell near Huntingburg, Ind., the weather service said."
AP891116-0184,20,25,"There were reports of damage from strong thunderstorms and gusty winds in eastern Virginia, Maryland, Delaware, New Jersey, eastern Pennsylvania and eastern New York state."
AP891116-0184,8,14,"Seven children died when a wall collapsed in a school cafeteria near Newburgh, N.Y."
AP891116-0191,36,22,"In New York City, a woman was killed by a 12-foot steel beam that apparently had blown off her apartment's water tower."
AP890107-0039,8,34,"World leaders from President Reagan to Malaysia's king mourned today's death of Emperor Hirohito, who surrendered a broken nation to the Allies in World War II but presided over its rise to economic pre-eminence."
AP890107-0016,8,37,TOKYO (AP _ Emperor Hirohito will be remembered for one overwhelming decision during his 62-year reign: Japan must bow to defeat for the first time in its history and end the Pacific conflict in World War II.
AP890107-0119,9,32,"World leaders sent Japan messages of condolences and some declared states of mourning after Emperor Hirohito's death Saturday, but painful memories of World War II still generated criticism of the Japanese monarch."
LA012289-0055,10,28,"At the surrender of the Imperial Japanese government, Hirohito was spared punishment because ""it was his ambitious military generals who made the decision to invade the neighbors"" ."
LA012289-0055,11,46,"I found it is very hard to believe that a man in his middle age, in his position, in his culture and in his country at that time had nothing much to do with all the military aggravations that his armies imposed on neighboring countries ."
AP890107-0016,29,14,"On New Year's Day 1946, at MacArthur's insistence, the emperor publicly renounced his divinity."
AP890107-0016,30,33,"It was a choice that enabled Hirohito to remain as the symbolic head of his nation and assured that he would not face charges as a war criminal, as some abroad had demanded."
AP890112-0071,11,28,"U.S. prosecutors pressured Japan's wartime prime minister, Gen. Hideki Tojo, into changing testimony at his trial to avoid incriminating Emperor Hirohito in war crimes, a television documentary claims."
AP890112-0071,23,29,The documentary says the decision not to prosecute Hirohito came from President Harry S. Truman and that Tojo's evidence was altered so the emperor would not be incriminated .
AP890107-0016,40,40,"The Imperial Household Agency, which ran his affairs, said Hirohito considered the postwar period one of the most fulfilling times of his life, in which the nation made a phenomenal recovery from a war that cost 3.1 million Japanese lives."
AP880808-0039,11,24,"Overcrowding and safety violations caused an aging ferry to capsize in the Ganges River, killing as many as 400 people, a government report said."
AP880808-0039,12,10,The ferry accident was said to be India's worst ever.
AP880808-0039,60,16,Boat accidents are common during the annual monsoon rains when major rivers overflow their banks .
AP881027-0051,9,22,"More than 100 people were feared drowned after an overcrowded ferry sank at a river junction in southern Bangladesh, police said today."
AP881027-0051,11,13,"Another ferry was attacked by river pirates near Chandpur late Tuesday, police said."
AP881027-0051,13,25,"About 200 passengers were wounded when the pirates fired rifles and hurled homemade bombs before making off with about $83,000 in local currency, police said."
AP881218-0007,7,32,"An overloaded ferry taking schoolchildren on a field trip capsized and sank in southern China, killing 55 people and leaving seven missing, the China News Service said in a dispatch seen Sunday."
AP881218-0007,8,26,"The 183 passengers and four crew members ``enormously exceeded'' the ferry's capacity and the ship capsized Wednesday before it had sailed 200 yards, the report said."
AP881218-0007,15,42,"The move followed the July 21 capsizing of a ferry on the Min River in Southwestern Sichuan province in which 133 people died, and the July 25 sinking of a passenger boat on the Yangtze River in which 71 people drowned ."
AP890102-0076,14,27,"A passenger ferry sank off the Caribbean coast while being towed to port, and 59 people drowned and six are missing, authorities and news reports said today."
AP890103-0029,10,7,Sixty-seven people drowned and 14 were missing.
AP890103-0029,11,22,Officials said 46 people survived the sinking of the ferry Justo Rufino Barrios II in Amatique Bay on Guatemala's east coast Sunday.
AP890103-0029,12,35,"Juan Pablo Ezquibel was arrested after authorities determined that about 120 people were aboard the 30-ton ferry, which was authorized to carry 90, said Capt. Anibal Giron Arreola, second-in-command at the Puerto Barrios naval base."
AP901222-0078,12,22,"The Israeli ferry Tuvia capsized shortly after midnight on Saturday, throwing more than 100 men into the cold waters of Haifa Bay."
SJMN91-06064099,4,21,"A boat carrying hundreds of Somali refugees struck a reef off Kenya and sank, killing more than 130 people, newspapers reported."
SJMN91-06064099,5,23,"The accident involving a vessel ferrying about 600 people occurred Friday near Malindi, a tourist resort about 400 miles southeast of Nairobi ."
SJMN91-06351097,5,1,U.S.
SJMN91-06351097,6,31,Navy aircraft joined the search today for survivors of the ferry sinking that left 471 people missing in shark-infested Red Sea waters but found nothing but empty life rafts and debris.
AP900802-0180,8,26,"THE INVASION: Iraq's troops, led by about 350 tanks, crossed the border at dawn Thursday, and seized the Kuwaiti palace and government buildings 40 miles away."
AP900802-0180,15,23,CAUSE OF CONFLICT: President Saddam Hussein of Iraq accused Kuwait of stealing oil from its territory and forcing down oil prices through overproduction.
AP900802-0180,16,16,Kuwait and U.N. diplomats dismissed Iraq's claim that it invaded at the request of Kuwaiti revolutionaries.
AP900802-0180,17,3,REACTION: The U.N.
AP900802-0180,18,8,Security Council voted 14-0 to condemn the invasion.
AP900802-0135,40,16,Bush said the United States would ``take whatever steps necessary'' to defend interests in the gulf.
AP900802-0180,20,16,"He froze Iraq's assets in the United States and blocked almost all Iraqi imports, including oil."
AP900802-0180,23,12,Kuwait's U.S. ambassador said the nation had asked for American military intervention.
AP900802-0180,24,14,A Pentagon source said a U.S. naval group was diverted toward the Persian Gulf.
AP900802-0180,25,17,Oil prices soared in frenzied trading amid fears the invasion would reduce the supply of oil .
AP900803-0004,32,24,"By controlling Kuwait, Saddam could help solve the financial hangover from the Persian Gulf war and fulfill Iraq's longstanding wish for more gulf coastline."
AP900804-0057,10,18,"Saudi Arabia, an oil-rich ally of Kuwait, has been subdued in its reaction to Iraq's invasion of Kuwait."
AP900804-0057,29,27,Saudi Arabia was also one of the 14 members of the 21-member Arab League that condemned the invasion in the same terms as the Gulf Cooperation Council.
AP900804-0067,11,35,Oil executives said Saudi Arabia has not and will not take the most potent action possible against Iraq _ closing the pipeline that carries Iraqi oil for export across Saudi Arabia to the Red Sea.
AP900806-0077,13,28,"A boycott of Iraqi oil forced Baghdad today to close one of two pipelines in Turkey that were pumping the bulk of Iraq's exported oil, Turkish officials said."
AP900806-0077,53,15,U.S. officials said there was no indication Iraqi troops were preparing to invade Saudi Arabia.
AP900806-0095,12,2,The U.N.
AP900806-0095,13,24,"Security Council today overwhelmingly approved sweeping trade and military sanctions against Iraq, including a ban on oil purchases, to punish Baghdad for invading Kuwait."
AP900806-0095,19,20,It was the third time in its 45-year existence that the world body had voted sanctions against a member state.
LA080690-0111,7,8,HUNDREDS ROUNDED UP DURING SWEEP OF KUWAIT HOTELS;
AP890122-0087,7,24,"In a dramatic finish, the San Francisco 49ers football team won the Super Bowl on Sunday with a 20-16 victory over the Cincinnati Bengals."
AP890203-0164,7,21,President Bush congratulated the San Francisco 49ers on Friday and said they ``rewrote the record books'' with their Super Bowl victory.
AP891117-0248,10,38,"The nation's two largest brewers, Anheuser Busch Cos. Inc. and Miller Brewing Co., are gearing up to sell their beer with by staging mock football games in television commercials in conjunction with Super Bowl XXIV in New Orleans."
AP900130-0113,10,22,The San Francisco 49ers' 55-10 rout of the Denver Broncos was the lowest-rated Super Bowl in 21 years and the third-lowest ever.
AP900130-0113,21,19,"The highest-rated Super Bowl was in 1982, when the 49ers' 26-21 victory over Cincinnati got a 49.1 on CBS."
AP900128-0063,11,36,"San Francisco quarterback Joe Montana made five touchdown passes, three to Jerry Rice, breaking a Super Bowl record for touchdown passes on a day on which he also set a record with 13 straight pass completions."
AP900128-0063,12,26,"He also set five Super Bowl career records, including his third Super Bowl Most Valuable Player award and San Francisco's point total was the most ever."
SJMN91-06025282,30,44,"In Tampa, Super Bowl XXV brought about the cancellation of what was the biggest annual event in the city for 86 years: the Gasparilla Parade, an extravaganza that featured 500 of the city's most powerful men swaggering through the streets dressed as gun- toting pirates."
SJMN91-06025282,32,34,"But after Tampa was awarded the 1991 Super Bowl, a racial dispute erupted over the parade, which always has been sponsored and organized by an all-white, all-male private club, Ye Mystic Krewe of Gasparilla."
SJMN91-06025282,35,22,"The Super Bowl Task Force had to scramble to put together a new parade, and Carley became the co-chairman of that effort."
SJMN91-06025282,17,19,"But perhaps most important, Carley said, several minority- owned businesses have won lucrative contracts from the NFL for the game."
SJMN91-06025282,36,15,"SUPER BOWL XXVI; Super Bowl XXVI will be played Jan. 26, 1992, in the Metrodome."
SJMN91-06025282,37,10,It will be Minneapolis' first time as the host city.
WSJ870122-0100,12,31,One big change under the new law limits business-entertainment deductions for tickets to sporting events like the Super Bowl: Only 80% of the face value of such tickets can be deducted.
WSJ870122-0100,17,16,"The tougher IRS rule, however, hasn't slowed ticket demand; even end-zone seats are fetching $500 each."
AP900129-0036,9,34,"Ousted East German leader Erich Honecker, who is expected to be indicted for high treason, was arrested Monday morning upon release from a hospital and taken to prison, the official news agency ADN said."
AP900129-0036,10,27,"The news agency said the 77-year-old Honecker was arrested after being released from East Berlin's Charite hospital, where he had undergone surgery for a malignant kidney tumor."
AP900129-0036,14,28,"Honecker, the aging hard- line Stalinist leader who ruled East Germany for 18 years until his ouster on Oct. 18, had previously been declared too ill to withstand imprisonment."
AP900129-0036,11,13,"Honecker was immediately taken to East Berlin's Rummelsburg prison, the brief dispatch said."
AP900129-0036,12,13,Honecker joins other members of his ousted Politburo already in prison awaiting trial.
AP900129-0036,13,31,"Earlier this month, East German prosecutors said Honecker and former state security chief Erich Mielke would be charged with treason and corruption charges for misuse of their positions and state funds."
AP900825-0099,14,33,"He is under investigation on allegations of abuse of power, corruption, harboring terrorists and issuing shoot-to-kill orders to prevent East Germans from escaping to West Germany when he served as the country's leader."
AP900919-0122,10,9,"Honecker, 78, was jailed for one day in January."
AP900730-0116,17,12,Honecker has been staying at a Soviet military hospital outside East Berlin.
AP901208-0106,7,30,"A ranking member of Chancellor Helmut Kohl's party demanded the Soviet Union hand over Erich Honecker, who is wanted by German authorities on manslaughter charges, a newspaper reported on Saturday."
AP901208-0106,8,29,"Federal lawmaker Johannes Gerster said refusal to turn over the deposed East German leader for trial could ``burden'' Bonn and Moscow's ``outstanding relations,'' the Neue Osnabruecker Zeitung newspaper reported."
AP901208-0106,11,26,"Honecker has denied all charges against him, including that he was personally responsible for the estimated 200 people who died trying to escape his repressive government."
SJMN91-06353190,5,34,"Mikhail Gorbachev urged all sides Tuesday to take their time in deciding the fate of Erich Honecker, as the fugitive former East German leader spent a seventh day of refuge inside the Chilean Embassy."
SJMN91-06353190,15,13,Last week Russia abruptly ordered Honecker to leave the country or face expulsion.
FBIS4-42178,14,28,"BFN [Text] Berlin -- Erich Honecker, the former GDR head of state, died at his house in Santiago, Chile on Sunday morning [29 May], according to his lawyer."
FBIS4-42178,22,22,"After being released from prison in 1993, Honecker had traveled to Santiago to join his daughter, who is married to a Chilean."
WSJ890922-0113,9,30,"The mass emigration of thousands of disaffected East Germans has rekindled reunification talk in West Germany, where some legislators plan to begin exploring the possiblity of reuniting the two Germanys."
AP890925-0009,16,35,"Once dismissed as a nostalgic daydream, the idea of German reunification has gotten a public nod from President Bush and something short of a categorical ``no'' from President Mikhail S. Gorbachev of the Soviet Union."
AP890925-0009,21,18,"It is a prospect that creates unease in Britain and France, and in Poland in the East bloc."
AP891111-0064,24,19,"Reunification, Sorenson says, ``will pose problems, because we couldn't afford to have a reunited Germany outside the Western Alliance."
AP891111-0064,25,16,The Soviet Union couldn't afford to have a reunited Germany as part of the Western Alliance.
AP891202-0154,10,32,"Chancellor Helmut Kohl assured visiting U.S. senators on the eve of a superpower summit that West Germany will not forsake NATO to reunite with East Germany, one of the senators said Friday."
AP891212-0062,37,38,"Since East Germans began agitating for an end to Communist domination two months ago, public pressure has forced the opening of the Berlin Wall and pushed the Communists to promise free elections and relinquish their political monopoly ."
AP900130-0202,31,15,Modrow said the two Germanys could work toward confederation in phases with no time limit.
AP900131-0068,17,28,Communist leaders launched their uphill campaign for March 18 parliamentary elections with a news conference to unveil their ``European concept'' that aims for a united and demilitarized Europe.
AP900131-0068,34,13,"Honecker was ousted from the leadership on Oct. 18, after massive pro-democracy demonstrations."
AP900210-0106,16,31,"Earlier Saturday, West German Finance Minister Theo Waigel said the East German economy was in a ``sorrowful state'' and urged the East German government to release details on its financial situation."
AP900321-0057,11,19,"``The world is expecting a Jewish statement on reunification,'' said Edgar Bronfman, the president of the World Jewish Congress."
FT923-6509,8,50,"As the western German population is now aware, German reunification needs a strong, growing west German economy to finance the subsidisation of eastern Germans' living standards until there is a sustained upswing in the east - even if at the cost of higher German inflation than the Bundesbank would wish."
LA021290-0043,9,23,"West German Chancellor Helmut Kohl declared on his return from Moscow on Sunday that ""the way is now free"" for German reunification ."
AP880914-0004,10,34,"Gilbert, an ``extremely dangerous hurricane'' and one of the strongest storms in history, roared toward Mexico's Yucatan Peninsula Tuesday with 175 mph winds after battering the Dominican Republic, Jamaica and the tiny Cayman Islands."
AP880914-0027,9,27,"With the winds of Hurricane Gilbert clocked at 175 miles per hour, U.S. weather officials called Gilbert the most intense hurricane ever recorded in the Western Hemisphere."
AP880914-0027,10,31,"Mark Zimmer, a meterologist at the National Hurricane Center, reported an Air Force reconnaissance plane measured the barometric pressure at Gilbert's center at 26.13 inches at 5:52 p.m. EDT on Tuesday."
AP880914-0027,14,24,"With tropical storm force winds extending 250 miles north and 200 miles south of the hurricane's center, Gilbert also was one of the largest."
AP880914-0027,17,19,Gilbert is one of only three Category 5 storms in the hemisphere since weather officials began keeping detailed records.
AP880914-0027,18,34,"The others were the 1935 Labor Day hurricane and Hurricane Camille, which bulldozed the Mississippi Coast with 172 mph winds and a 28-foot wave in 1969, leaving $1.4 billion in damage and 256 dead."
AP880914-0131,11,17,Hurricane Gilbert battered the resorts of the Yucatan Peninsula today with 160 mph winds and torrential rains.
AP880915-0142,26,30,The ministry said the storm seriously damaged the luxury hotel zone in the resort of Cancun and destroyed about a quarter of the homes on the nearby island of Cozumel.
AP880915-0142,11,31,"The most intense hurricane on record surged toward Texas today after battering the Yucatan Peninsula with 160 mph winds, leveling slums, pummeling posh resorts and forcing tens of thousands to flee."
AP880915-0142,44,15,"The storm, spawned Saturday southeast of Puerto Rico, appeared to have hit Jamaica the hardest."
AP880915-0142,45,18,"That island nation's prime minister, Edward Seaga, said Wednesday that it destroyed about 100,000 of Jamaica's 500,000 homes."
AP880916-0025,21,29,"The weather service issued a hurricane warning for Mexico's northern coast and the southern half of the 370-mile Texas coast from Brownsville to Port O'Connor, including 250,000-resident Corpus Christi."
AP880917-0095,11,29,Hurricane Gilbert weakened to a tropical storm as it blustered northwestward today but it threw tornadoes and sheets of rain at thousands of shuttered evacuees along the Texas-Mexico border.
AP880917-0095,25,37,"Gilbert's remnants should bring very heavy rains to Rio Grande valley before heading north up the Mississippi River Valley as a ``huge rain-making machine,'' said Mark Zimmer, meteorologist at the National Hurricane Center in Coral Gables, Fla."
AP880711-0056,7,26,"The crippling drought hitting North America is expected to reduce world grain stocks to levels that may cause food shortages in many poor countries, the U.N."
AP880714-0085,10,22,Weather forecasters today were offering drought-stricken farmers little prospect of relief in separate outlooks for the next 30 days and three months.
AP880714-0085,11,30,A new climate assessment of the ongoing drought said ``many areas now experiencing extreme drought have less than a 4 percent chance of recovering from the drought within 3 months''.
AP880714-0085,28,29,"The report noted that as of the end of June, 29 percent of the continental United States was experiencing severe or extreme drought, with parts of 35 states affected."
AP880714-0085,29,28,"That puts the current drought on the same level as the one in 1911, but still less severe than the droughts of 1936, 1931, 1956 and 1934 ."
AP880711-0221,7,29,"The drought may force the government to ease crop acreage controls next year to help the United States rebuild its grain inventories, Agriculture Secretary Richard E. Lyng said Monday."
AP880712-0250,12,30,"A larger portion of the United States suffered from some degree of drought stress in May and June than at any point since records began in 1895, Lyng said ."
AP880711-0221,13,33,"``Because of the large early season area now experiencing drought in the U.S., 1988 appears to have the potential to approach or exceed the drought-affected areas of the 1930s and 1950s,'' Lyng said."
AP880711-0221,14,39,"Even with the severe drought, there will be an adequate supply of food grains and livestock feed grains so that the United States ``will be able to take care of our domestic needs and our export demand,'' he said."
AP880713-0121,13,36,"Heavy rain deluged some drought-hit areas as Congress began working on a package of relief for America's farmers, and farmers in Kentucky today greeted the arrival of the first shipment of hay airlifted free from Oregon."
AP880713-0175,59,30,"In central Ohio, farmers awaited what will be the largest haylift of the season _ 50 truckloads of hay from the South scheduled to arrive Thursday night in Columbus ."
AP880713-0121,28,34,"In Washington, the House and Senate Agriculture committees began working on wide-ranging legislation that would provide payments of up to $100,000 each to farmers whose crops have been wiped out by the dry spell."
AP900615-0115,12,29,"Thunderstorms swept through central and eastern Ohio, causing flooding that killed at least ten people, left dozens missing and forced hundreds of others from their homes, officials said today."
AP900615-0115,13,25,"Two creeks just outside this Ohio River village of 4,300 people overflowed when about 4 inches of rain fell Thursday night in about an hour."
AP900615-0115,19,23,"The raging waters knocked homes off their foundations and washed away a bar filled with people in Shadyside, an Appalachian Mountain foothill town."
AP900615-0115,41,27,"About 200 residents were evacuated from their homes in central Ohio after 3 inches of rain fell in an hour, flooding streets and washing out rural roads."
AP900615-0164,40,36,"About 35 buildings, including a tavern, were damaged along Wegee Creek, and 50 buildings were hit by a flood along Pipe Creek, four miles south of Wegee Creek, said Dick Quinlin, Belmont County emergency services coordinator."
AP900615-0164,46,20,"Rescuers pulled people from three cars in Wegee Creek, which flows through Shadyside and into the Ohio River, said Badia."
AP900616-0123,18,35,"The friend, 9-year-old Amber Colvin, was swept down Wegee Creek and into the Ohio River, but survived a seven-mile ordeal by clinging to logs.Amber was released from a hospital Saturday after treatment for minor injuries."
AP900618-0018,11,31,The death toll from flash floods that swept through a rural area of eastern Ohio rose to 20 Sunday as searchers dug along two creeks and dived into the Ohio River.
AP900618-0018,13,35,"Workers used shovels and picks to dig along the creek banks, and sifted through debris at places marked with red flags, where search dogs indicated they'd detected human scents, said National Guard Capt. Jim Boling."
AP900616-0123,14,39,"Searchers for the missing used trained dogs to sniff through the rubble and along the banks of the Wegee and Pipe creeks, which empty into the Ohio River, in an effort that stretched five miles south of this town."
LA061890-0066,41,18,Eighteen Ohio counties have been declared federal disaster areas since tornadoes and flooding first struck May 25 .
AP900618-0069,42,28,The Federal Emergency Management Agency said it will open an office Tuesday in Shadyside to accept applications from residents for low-interest loans and grants to help them rebuild.
AP900618-0069,28,28,Most of those whose homes and belongings were swept away by the wall of water will have to put their lives back together largely without benefit of insurance.
AP890115-0014,10,35,"Deaths from heart and blood vessel disease dropped 24 percent over the past decade, but it remains by far the nation's biggest killer, taking a life every 32 seconds, the American Heart Association said Sunday."
AP880428-0041,9,36,"New treatments that stop a heart attack in its tracks may help victims to get out of the hospital more quickly than ever before, perhaps even three days after their attacks, a study published today concludes."
AP880428-0041,14,21,"Topol said the early discharges were made possible by two recent medical advances _ tissue plasminogen activator, or TPA, and angioplasty."
AP880829-0222,12,25,"A study of more than 22,000 male doctors had shown that taking a single aspirin every other day could cut heart attack risk in half."
AP901003-0006,9,26,"An intestinal operation to lower the cholesterol of heart attack patients reduced their risk for another heart attack or death from heart disease, researchers said today."
WSJ910418-0105,10,31,"NEW YORK -- An experiment with more than 1,700 high blood pressure patients showed that a blood and urine test can pinpoint those patients most likely to have a heart attack."
AP881115-0113,9,36,"The expensive practice of using balloon catheters to force open heart arteries immediately after heart attacks, now routinely done at many large hospitals, is unnecessary and should be abandoned, according to a major study released Tuesday."
AP881115-0113,10,27,"The study found that if heart attack victims quickly receive clot-dissolving drugs, they usually don't need the extra step of the common balloon procedure, known as angioplasty."
AP900322-0112,16,23,"While calcium blockers may not replace beta blockers after heart attacks, the researchers said these drugs still should have a role in treatment."
AP900322-0112,12,15,Calcium blockers are among several classes of medicines commonly prescribed to relieve high blood pressure.
AP900705-0149,9,31,"A natural substance called transforming growth factor beta appears to be able to limit damage to cardiac cells following a heart attack, according to a study published in the journal Science."
AP880428-0041,14,21,"Topol said the early discharges were made possible by two recent medical advances _ tissue plasminogen activator, or TPA, and angioplasty."
AP880428-0041,31,26,"The researchers estimated that if 15 percent of all heart attack patients were discharged after three days, the annual saving would be at least $280 million."
AP880829-0222,38,42,"In July, Stanford University doctors found that workers who went back to their jobs about seven weeks after their heart attacks did at least as well as workers who went back after a more typical convalescence of about 10 or 11 weeks."
FBIS4-26242,5,3,19 Jun 1994
FBIS4-26769,17,31,"Floods hit Guangdong, Guangxi, Hunan, Jiangxi, Fujiang and Zhejiang provinces following the first heavy rains and floods which typically hit China from the south to the north from June to August."
FBIS4-26242,16,29,"By four o'clock this afternoon the level recorded at the Changsha monitoring station had risen to 38.93 m, some 0.56 m higher than the highest figure ever previously recorded."
FBIS4-26242,26,17,"So far, more than 500,000 soldiers and local residents have moved in to help fight the floods."
FBIS4-26245,5,3,20 Jun 1994
FBIS4-26245,17,23,"Flood water has entered urban and suburban areas of Wuzhou city, and most of its transport and telecommunications with the outside were suspended."
FBIS4-26245,19,25,"The speed of the flood-water was recorded as 46,200 cu [cubic] m per second, the most ferocious since the founding of New China in 1949."
FBIS4-26614,24,27,"[Governor] This year, Hunan has been hit by a flood of a severity unseen for the past 100 years in terms of both water level and quantity."
FBIS4-26516,5,3,22 Jun 1994
FBIS4-26516,17,21,"Among nine cities and prefectures in Fujian, those seriously hit by the flood are Sanming, Nanping, Ningde, Fuzhou, Quanzhou and Putian."
FBIS4-26532,14,21,BFN [Text] Comrade Wen Jiabao [member of CPC Central Committee Secretariat] and his party left Changsha for Zhuzhou and Xiangtan yesterday.
FBIS4-26532,16,24,"After listening to reports submitted by the two cities on their efforts to fight the flooding and do relief work, he issued important instructions."
FBIS4-26604,5,3,23 Jun 1994
FBIS4-26604,15,28,"BFN [Text] Guangzhou, June 23 (XINHUA) -- The highest flood peaks on the Xijiang and Beijiang Rivers have passed, said Zhu Senlin, governor of south China's Guangdong Province."
FBIS4-26604,23,37,"According to him, 11 million people in the province's nine cities and 55 counties were affected, and more than 200 people died in the natural disaster, with 189,000 rooms destroyed and 1.2 million hectares of crops ruined."
FBIS4-26768,5,3,24 Jun 1994
FBIS4-26768,8,7,Wen Jiabao Inspects Flood Situation in Jiangxi
FBIS4-26768,24,6,Jiangxi is a major agricultural province.
FBIS4-26768,25,38,"We should take measures to promptly salvage the early-ripening rice, and should expand the planting of late-ripening rice and autumn grain as much as possible so as to attain a bumper harvest of grain for the whole year."
FBIS4-26769,5,3,26 Jun 1994
AP900307-0146,33,27,Kashmir has been a problem for more than four decades following the 1947 partition of British colonial India into predominantly Moslem Pakistan and the mostly Hindu India.
AP900130-0010,28,31,"Kashmir was a separate kingdom, ruled by a Hindu maharajah, when Britain relinquished colonial rule on Aug. 15, 1947, and the subcontinent was partitioned on religious lines into India and Pakistan."
AP900121-0039,39,13,Jammu-Kashmir is the only state with a Moslem majority in predominantly Hindu India.
AP900121-0039,40,12,Moslems make up 64 percent of the state population of 5 million.
AP900121-0039,41,16,"Nationwide, Moslems comprise 12 percent of India's 880 million people, while Hindus comprise 82 percent ."
AP900121-0039,36,16,"Srinagar's 800,000 people are moslty Moslem, as is a majority of population in the Kashmir region."
AP900121-0039,37,6,The Jammu region is predominantly Hindu.
AP900208-0116,9,26,"Moslem militants armed with automatic rifles shot and killed two unarmed paramilitary soldiers on Thursday in Srinagar, the flashpoint of a violent separatist campaign, officials said."
AP900130-0010,44,20,"The most powerful group is the Jammu-Kashmir Liberation Front, but there are several others, including the Allah Tigers, Hezb-e-Mujahed Hezb-e-Islami."
AP900121-0039,22,22,A 24-hour curfew was imposed Saturday in a bid to quell escalating violence and mass anti-India demonstrations in Srinagar and nearby towns.
AP900121-0039,38,15,"India has often accused Pakistan of aiding the Kashmiri militants, a charge Pakistan has denied."
AP900208-0116,34,31,"Kashmiri militants had earlier campaigned for union with Pakistan, which claims Kashmir because of its predominant Moslem population, but now they demand independence and the status of a neutral country ."
AP900224-0094,11,32,"Meanwhile, the president of the Pakistan state of Kashmir said in an interview Saturday that Kashmiris there had begun smuggling arms across the border to Moslem insurgents fighting for independence from India."
AP900224-0094,20,26,"On Friday, at least 200,000 people marched to the office of the United Nations Military Observers Group in Srinagar, demanding a plebiscite in Kashmir, police said."
AP900524-0130,9,26,Prime Minister Benazir Bhutto on Thursday accused India of waging ``genocide'' in secession-minded Kashmir and of trying to start a war with Pakistan to deflect attention.
AP900718-0069,12,28,Relations between Pakistan and India worsened in January when Indian soldiers cracked down on Moslem militants in Kashmir who are seeking independence from India or union with Pakistan.
AP900718-0069,13,11,At least 792 people have been killed in Kashmir since then.
AP900821-0092,18,16,"Despite the tension, officials from both sides said the incidents did not appear to be serious."
SJMN91-06234109,5,27,Soviet President Mikhail Gorbachev was said to be back in power today and returning to Moscow as the coup against him collapsed and its leaders reportedly fled.
SJMN91-06234209,23,41,"The coup's failure could deal a fatal blow to organized, high-level efforts to thwart reform drives in the Soviet Union by Gorbachev and Yeltsin and significantly alter the balance of power that has characterized Soviet power for the six-year Gorbachev era."
SJMN91-06235097,21,31,"At his news conference, Gorbachev made a point of publicly praising Yeltsin, whose folk-hero stature was enhanced during the coup as he rallied hundreds of thousands of his supporters to resist."
SJMN91-06235187,15,32,"But the people of the Soviet Union apparently concluded that the real issue was not Gorbachev himself, but the new political culture of freedom and even democracy that his reforms had created."
SJMN91-06235187,40,40,"As Gorbachev had previously discovered in his negotiations with Yeltsin over a new union treaty, the legitimacy provided by the 50 million votes that Yeltsin received in the elections for president of the Russian federation was a formidable political force."
SJMN91-06236235,16,49,"Some of the demonstrators chanted, ""Down with the Communist Party!""; Yeltsin, who had led the nationwide resistance to the coup, announced a ban on Communist Party activities in the Russian republic, the army, police units of the Interior Ministry and the KGB, which for decades helped enforce Communist rule."
SJMN91-06236241,18,48,"Yeltsin has been a strong foe of Communist Party influence in the country; Gorbachev, however, warned in his speech against ""any kind of anti-Communist hysteria.""; Yeltsin commented frequently during Gorbachev's speech, and Gorbachev deferred to him several times on details of what happened while Gorbachev was in detention."
